No,Tahun,Kode_Wilayah,Provinsi,Kabupaten_Kota,Kelompok_Bahan_Pangan,Konsumsi_Pangan
13768,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Sayur dan Buah,74
13741,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Umbi-umbian,13.4
13791,2024,1223,Sumatera Utara,Labuhan Batu Utara,Buah/Biji Berminyak,2.73
13799,2024,1223,Sumatera Utara,Labuhan Batu Utara,Gula,6.64
13794,2024,1223,Sumatera Utara,Labuhan Batu Utara,Kacang-kacangan,6.49
13787,2024,1223,Sumatera Utara,Labuhan Batu Utara,Minyak dan Lemak,10.34
13771,2024,1223,Sumatera Utara,Labuhan Batu Utara,Padi-Padian,112.43
13781,2024,1223,Sumatera Utara,Labuhan Batu Utara,Pangan Hewani,52.82
13802,2024,1223,Sumatera Utara,Labuhan Batu Utara,Sayur dan Buah,77.86
13775,2024,1223,Sumatera Utara,Labuhan Batu Utara,Umbi-umbian,12.79
15695,2024,1604,Sumatera Selatan,Lahat,Buah/Biji Berminyak,0.65
15703,2024,1604,Sumatera Selatan,Lahat,Gula,7.65
15698,2024,1604,Sumatera Selatan,Lahat,Kacang-kacangan,8.26
15691,2024,1604,Sumatera Selatan,Lahat,Minyak dan Lemak,10.79
15675,2024,1604,Sumatera Selatan,Lahat,Padi-Padian,130.97
15685,2024,1604,Sumatera Selatan,Lahat,Pangan Hewani,50.05
15706,2024,1604,Sumatera Selatan,Lahat,Sayur dan Buah,115.74
15679,2024,1604,Sumatera Selatan,Lahat,Umbi-umbian,13.68
5053,2024,6209,Kalimantan Tengah,Lamandau,Buah/Biji Berminyak,0.54
5061,2024,6209,Kalimantan Tengah,Lamandau,Gula,8.97
5056,2024,6209,Kalimantan Tengah,Lamandau,Kacang-kacangan,9.11
5049,2024,6209,Kalimantan Tengah,Lamandau,Minyak dan Lemak,11.66
5033,2024,6209,Kalimantan Tengah,Lamandau,Padi-Padian,97.63
5043,2024,6209,Kalimantan Tengah,Lamandau,Pangan Hewani,68.04
5064,2024,6209,Kalimantan Tengah,Lamandau,Sayur dan Buah,115.08
5037,2024,6209,Kalimantan Tengah,Lamandau,Umbi-umbian,14.1
3285,2024,3524,Jawa Timur,Lamongan,Buah/Biji Berminyak,1.12
3293,2024,3524,Jawa Timur,Lamongan,Gula,4.82
3288,2024,3524,Jawa Timur,Lamongan,Kacang-kacangan,9.73
3281,2024,3524,Jawa Timur,Lamongan,Minyak dan Lemak,10.27
3265,2024,3524,Jawa Timur,Lamongan,Padi-Padian,109.38
3275,2024,3524,Jawa Timur,Lamongan,Pangan Hewani,43.99
3296,2024,3524,Jawa Timur,Lamongan,Sayur dan Buah,90.04
3269,2024,3524,Jawa Timur,Lamongan,Umbi-umbian,11.68
16511,2024,1804,Lampung,Lampung Barat,Buah/Biji Berminyak,1.37
16519,2024,1804,Lampung,Lampung Barat,Gula,6.35
16514,2024,1804,Lampung,Lampung Barat,Kacang-kacangan,9.32
16507,2024,1804,Lampung,Lampung Barat,Minyak dan Lemak,10.94
16491,2024,1804,Lampung,Lampung Barat,Padi-Padian,119.11
16501,2024,1804,Lampung,Lampung Barat,Pangan Hewani,35.73
16522,2024,1804,Lampung,Lampung Barat,Sayur dan Buah,132.8
16495,2024,1804,Lampung,Lampung Barat,Umbi-umbian,18.25
16579,2024,1801,Lampung,Lampung Selatan,Buah/Biji Berminyak,1.61
16587,2024,1801,Lampung,Lampung Selatan,Gula,5.09
16582,2024,1801,Lampung,Lampung Selatan,Kacang-kacangan,11.36
16575,2024,1801,Lampung,Lampung Selatan,Minyak dan Lemak,12.47
16559,2024,1801,Lampung,Lampung Selatan,Padi-Padian,99.04
16569,2024,1801,Lampung,Lampung Selatan,Pangan Hewani,43.83
16590,2024,1801,Lampung,Lampung Selatan,Sayur dan Buah,98.28
16563,2024,1801,Lampung,Lampung Selatan,Umbi-umbian,13.77
16647,2024,1802,Lampung,Lampung Tengah,Buah/Biji Berminyak,2.95
16655,2024,1802,Lampung,Lampung Tengah,Gula,7.01
16650,2024,1802,Lampung,Lampung Tengah,Kacang-kacangan,13.15
16643,2024,1802,Lampung,Lampung Tengah,Minyak dan Lemak,11.81
16627,2024,1802,Lampung,Lampung Tengah,Padi-Padian,107.43
16637,2024,1802,Lampung,Lampung Tengah,Pangan Hewani,43.3
16658,2024,1802,Lampung,Lampung Tengah,Sayur dan Buah,109.32
16631,2024,1802,Lampung,Lampung Tengah,Umbi-umbian,19.3
16613,2024,1807,Lampung,Lampung Timur,Buah/Biji Berminyak,2.57
16621,2024,1807,Lampung,Lampung Timur,Gula,6.06
16616,2024,1807,Lampung,Lampung Timur,Kacang-kacangan,10.87
16609,2024,1807,Lampung,Lampung Timur,Minyak dan Lemak,11.07
16593,2024,1807,Lampung,Lampung Timur,Padi-Padian,104.18
16603,2024,1807,Lampung,Lampung Timur,Pangan Hewani,38.82
16624,2024,1807,Lampung,Lampung Timur,Sayur dan Buah,97.16
16597,2024,1807,Lampung,Lampung Timur,Umbi-umbian,14.76
16681,2024,1803,Lampung,Lampung Utara,Buah/Biji Berminyak,0.78
16689,2024,1803,Lampung,Lampung Utara,Gula,6.6
16684,2024,1803,Lampung,Lampung Utara,Kacang-kacangan,11.18
16677,2024,1803,Lampung,Lampung Utara,Minyak dan Lemak,11
16661,2024,1803,Lampung,Lampung Utara,Padi-Padian,101.52
16671,2024,1803,Lampung,Lampung Utara,Pangan Hewani,37.16
16692,2024,1803,Lampung,Lampung Utara,Sayur dan Buah,84.21
16665,2024,1803,Lampung,Lampung Utara,Umbi-umbian,11.78
4441,2024,6108,Kalimantan Barat,Landak,Buah/Biji Berminyak,0.17
4449,2024,6108,Kalimantan Barat,Landak,Gula,9.18
4444,2024,6108,Kalimantan Barat,Landak,Kacang-kacangan,4.72
4437,2024,6108,Kalimantan Barat,Landak,Minyak dan Lemak,9.18
4421,2024,6108,Kalimantan Barat,Landak,Padi-Padian,119.58
4431,2024,6108,Kalimantan Barat,Landak,Pangan Hewani,46.84
4452,2024,6108,Kalimantan Barat,Landak,Sayur dan Buah,94.33
4425,2024,6108,Kalimantan Barat,Landak,Umbi-umbian,7.96
13451,2024,1205,Sumatera Utara,Langkat,Buah/Biji Berminyak,3.54
13459,2024,1205,Sumatera Utara,Langkat,Gula,7.7
13454,2024,1205,Sumatera Utara,Langkat,Kacang-kacangan,7.38
13447,2024,1205,Sumatera Utara,Langkat,Minyak dan Lemak,10.81
13431,2024,1205,Sumatera Utara,Langkat,Padi-Padian,103.81
13441,2024,1205,Sumatera Utara,Langkat,Pangan Hewani,47.1
13462,2024,1205,Sumatera Utara,Langkat,Sayur dan Buah,78.99
13435,2024,1205,Sumatera Utara,Langkat,Umbi-umbian,13.03
11989,2024,9123,Papua Pegunungan,Lanny Jaya,Buah/Biji Berminyak,0.03
11997,2024,9123,Papua Pegunungan,Lanny Jaya,Gula,13.78
11992,2024,9123,Papua Pegunungan,Lanny Jaya,Kacang-kacangan,0.61
11985,2024,9123,Papua Pegunungan,Lanny Jaya,Minyak dan Lemak,13.04
11969,2024,9123,Papua Pegunungan,Lanny Jaya,Padi-Padian,107.72
11979,2024,9123,Papua Pegunungan,Lanny Jaya,Pangan Hewani,19.18
12000,2024,9123,Papua Pegunungan,Lanny Jaya,Sayur dan Buah,159.73
11973,2024,9123,Papua Pegunungan,Lanny Jaya,Umbi-umbian,383.84
3829,2024,3602,Banten,Lebak,Buah/Biji Berminyak,0.96
3837,2024,3602,Banten,Lebak,Gula,8.53
3832,2024,3602,Banten,Lebak,Kacang-kacangan,12.46
3825,2024,3602,Banten,Lebak,Minyak dan Lemak,10.26
3809,2024,3602,Banten,Lebak,Padi-Padian,143.66
3819,2024,3602,Banten,Lebak,Pangan Hewani,41.94
3840,2024,3602,Banten,Lebak,Sayur dan Buah,108.03
3813,2024,3602,Banten,Lebak,Umbi-umbian,17.82
16375,2024,1707,Bengkulu,Lebong,Buah/Biji Berminyak,1.38
16383,2024,1707,Bengkulu,Lebong,Gula,6.44
16378,2024,1707,Bengkulu,Lebong,Kacang-kacangan,7.11
16371,2024,1707,Bengkulu,Lebong,Minyak dan Lemak,13.07
16355,2024,1707,Bengkulu,Lebong,Padi-Padian,122.81
16365,2024,1707,Bengkulu,Lebong,Pangan Hewani,40.75
16386,2024,1707,Bengkulu,Lebong,Sayur dan Buah,111.62
16359,2024,1707,Bengkulu,Lebong,Umbi-umbian,13.82
6855,2024,5313,Nusa Tenggara Timur,Lembata,Buah/Biji Berminyak,0.79
6863,2024,5313,Nusa Tenggara Timur,Lembata,Gula,6.82
6858,2024,5313,Nusa Tenggara Timur,Lembata,Kacang-kacangan,1.74
6851,2024,5313,Nusa Tenggara Timur,Lembata,Minyak dan Lemak,6.13
6835,2024,5313,Nusa Tenggara Timur,Lembata,Padi-Padian,109.1
6845,2024,5313,Nusa Tenggara Timur,Lembata,Pangan Hewani,40.1
6866,2024,5313,Nusa Tenggara Timur,Lembata,Sayur dan Buah,73.8
6839,2024,5313,Nusa Tenggara Timur,Lembata,Umbi-umbian,10.22
14403,2024,1307,Sumatera Barat,Lima Puluh Kota,Buah/Biji Berminyak,4.72
14411,2024,1307,Sumatera Barat,Lima Puluh Kota,Gula,5.84
14406,2024,1307,Sumatera Barat,Lima Puluh Kota,Kacang-kacangan,6.6
14399,2024,1307,Sumatera Barat,Lima Puluh Kota,Minyak dan Lemak,11.07
14383,2024,1307,Sumatera Barat,Lima Puluh Kota,Padi-Padian,124.53
14393,2024,1307,Sumatera Barat,Lima Puluh Kota,Pangan Hewani,45.91
14414,2024,1307,Sumatera Barat,Lima Puluh Kota,Sayur dan Buah,77.27
14387,2024,1307,Sumatera Barat,Lima Puluh Kota,Umbi-umbian,15.22
17361,2024,2104,Kepulauan Riau,Lingga,Buah/Biji Berminyak,0.66
17369,2024,2104,Kepulauan Riau,Lingga,Gula,11.18
17364,2024,2104,Kepulauan Riau,Lingga,Kacang-kacangan,4.83
17357,2024,2104,Kepulauan Riau,Lingga,Minyak dan Lemak,12.47
17341,2024,2104,Kepulauan Riau,Lingga,Padi-Padian,102.58
17351,2024,2104,Kepulauan Riau,Lingga,Pangan Hewani,71.64
17372,2024,2104,Kepulauan Riau,Lingga,Sayur dan Buah,66.67
17345,2024,2104,Kepulauan Riau,Lingga,Umbi-umbian,11.24
6277,2024,5201,Nusa Tenggara Barat,Lombok Barat,Buah/Biji Berminyak,0.72
6285,2024,5201,Nusa Tenggara Barat,Lombok Barat,Gula,4.69
6280,2024,5201,Nusa Tenggara Barat,Lombok Barat,Kacang-kacangan,8.53
6273,2024,5201,Nusa Tenggara Barat,Lombok Barat,Minyak dan Lemak,9.07
6257,2024,5201,Nusa Tenggara Barat,Lombok Barat,Padi-Padian,137.96
6267,2024,5201,Nusa Tenggara Barat,Lombok Barat,Pangan Hewani,41.59
6288,2024,5201,Nusa Tenggara Barat,Lombok Barat,Sayur dan Buah,104.68
6261,2024,5201,Nusa Tenggara Barat,Lombok Barat,Umbi-umbian,14.26
6311,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Buah/Biji Berminyak,1.42
6319,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Gula,4.54
6314,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Kacang-kacangan,10.39
6307,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Minyak dan Lemak,9.14
6291,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Padi-Padian,142.02
6301,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Pangan Hewani,43.65
6322,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Sayur dan Buah,121.32
6295,2024,5202,Nusa Tenggara Barat,Lombok Tengah,Umbi-umbian,8.98
6345,2024,5203,Nusa Tenggara Barat,Lombok Timur,Buah/Biji Berminyak,1.19
6353,2024,5203,Nusa Tenggara Barat,Lombok Timur,Gula,4.49
6348,2024,5203,Nusa Tenggara Barat,Lombok Timur,Kacang-kacangan,10.49
6341,2024,5203,Nusa Tenggara Barat,Lombok Timur,Minyak dan Lemak,9.91
6325,2024,5203,Nusa Tenggara Barat,Lombok Timur,Padi-Padian,160.92
6335,2024,5203,Nusa Tenggara Barat,Lombok Timur,Pangan Hewani,53.32
6356,2024,5203,Nusa Tenggara Barat,Lombok Timur,Sayur dan Buah,127.81
6329,2024,5203,Nusa Tenggara Barat,Lombok Timur,Umbi-umbian,18.4
6515,2024,5208,Nusa Tenggara Barat,Lombok Utara,Buah/Biji Berminyak,2.18
6523,2024,5208,Nusa Tenggara Barat,Lombok Utara,Gula,5.14
6518,2024,5208,Nusa Tenggara Barat,Lombok Utara,Kacang-kacangan,9.82
6511,2024,5208,Nusa Tenggara Barat,Lombok Utara,Minyak dan Lemak,9
6495,2024,5208,Nusa Tenggara Barat,Lombok Utara,Padi-Padian,143.93
6505,2024,5208,Nusa Tenggara Barat,Lombok Utara,Pangan Hewani,57.41
6526,2024,5208,Nusa Tenggara Barat,Lombok Utara,Sayur dan Buah,108.86
6499,2024,5208,Nusa Tenggara Barat,Lombok Utara,Umbi-umbian,16.92
2741,2024,3508,Jawa Timur,Lumajang,Buah/Biji Berminyak,1.5
2749,2024,3508,Jawa Timur,Lumajang,Gula,8.71
2744,2024,3508,Jawa Timur,Lumajang,Kacang-kacangan,12.99
2737,2024,3508,Jawa Timur,Lumajang,Minyak dan Lemak,10.68
2721,2024,3508,Jawa Timur,Lumajang,Padi-Padian,127.13
2731,2024,3508,Jawa Timur,Lumajang,Pangan Hewani,42.03
2752,2024,3508,Jawa Timur,Lumajang,Sayur dan Buah,117.87
2725,2024,3508,Jawa Timur,Lumajang,Umbi-umbian,35.49
8861,2024,7317,Sulawesi Selatan,Luwu,Buah/Biji Berminyak,0.83
8869,2024,7317,Sulawesi Selatan,Luwu,Gula,7.88
8864,2024,7317,Sulawesi Selatan,Luwu,Kacang-kacangan,5.18
8857,2024,7317,Sulawesi Selatan,Luwu,Minyak dan Lemak,6.97
8841,2024,7317,Sulawesi Selatan,Luwu,Padi-Padian,111.8
8851,2024,7317,Sulawesi Selatan,Luwu,Pangan Hewani,51.97
8872,2024,7317,Sulawesi Selatan,Luwu,Sayur dan Buah,104.53
8845,2024,7317,Sulawesi Selatan,Luwu,Umbi-umbian,12.79
8963,2024,7324,Sulawesi Selatan,Luwu Timur,Buah/Biji Berminyak,0.76
8971,2024,7324,Sulawesi Selatan,Luwu Timur,Gula,8.13
8966,2024,7324,Sulawesi Selatan,Luwu Timur,Kacang-kacangan,6.33
8959,2024,7324,Sulawesi Selatan,Luwu Timur,Minyak dan Lemak,8.06
8943,2024,7324,Sulawesi Selatan,Luwu Timur,Padi-Padian,117.48
8953,2024,7324,Sulawesi Selatan,Luwu Timur,Pangan Hewani,53.65
8974,2024,7324,Sulawesi Selatan,Luwu Timur,Sayur dan Buah,107.88
8947,2024,7324,Sulawesi Selatan,Luwu Timur,Umbi-umbian,9.07
8929,2024,7322,Sulawesi Selatan,Luwu Utara,Buah/Biji Berminyak,1.68
8937,2024,7322,Sulawesi Selatan,Luwu Utara,Gula,9.24
8932,2024,7322,Sulawesi Selatan,Luwu Utara,Kacang-kacangan,6.15
8925,2024,7322,Sulawesi Selatan,Luwu Utara,Minyak dan Lemak,8.97
8909,2024,7322,Sulawesi Selatan,Luwu Utara,Padi-Padian,125.01
8919,2024,7322,Sulawesi Selatan,Luwu Utara,Pangan Hewani,64.2
8940,2024,7322,Sulawesi Selatan,Luwu Utara,Sayur dan Buah,134.81
8913,2024,7322,Sulawesi Selatan,Luwu Utara,Umbi-umbian,14.52
3115,2024,3519,Jawa Timur,Madiun Ka,Buah/Biji Berminyak,1.46
3123,2024,3519,Jawa Timur,Madiun Ka,Gula,7.44
3118,2024,3519,Jawa Timur,Madiun Ka,Kacang-kacangan,15.44
3111,2024,3519,Jawa Timur,Madiun Ka,Minyak dan Lemak,11.11
3095,2024,3519,Jawa Timur,Madiun Ka,Padi-Padian,103.56
3105,2024,3519,Jawa Timur,Madiun Ka,Pangan Hewani,34.05
3126,2024,3519,Jawa Timur,Madiun Ka,Sayur dan Buah,101.72
3099,2024,3519,Jawa Timur,Madiun Ka,Umbi-umbian,22.49
1381,2024,3308,Jawa Tengah,Magelang Ka,Buah/Biji Berminyak,1.78
1389,2024,3308,Jawa Tengah,Magelang Ka,Gula,8.33
1384,2024,3308,Jawa Tengah,Magelang Ka,Kacang-kacangan,9.91
1377,2024,3308,Jawa Tengah,Magelang Ka,Minyak dan Lemak,9.92
1361,2024,3308,Jawa Tengah,Magelang Ka,Padi-Padian,91.78
1371,2024,3308,Jawa Tengah,Magelang Ka,Pangan Hewani,28.26
1392,2024,3308,Jawa Tengah,Magelang Ka,Sayur dan Buah,88.12
1365,2024,3308,Jawa Tengah,Magelang Ka,Umbi-umbian,13
3149,2024,3520,Jawa Timur,Magetan,Buah/Biji Berminyak,2.08
3157,2024,3520,Jawa Timur,Magetan,Gula,9.39
3152,2024,3520,Jawa Timur,Magetan,Kacang-kacangan,11.62
3145,2024,3520,Jawa Timur,Magetan,Minyak dan Lemak,10.03
3129,2024,3520,Jawa Timur,Magetan,Padi-Padian,96.59
3139,2024,3520,Jawa Timur,Magetan,Pangan Hewani,34.73
3160,2024,3520,Jawa Timur,Magetan,Sayur dan Buah,97.02
3133,2024,3520,Jawa Timur,Magetan,Umbi-umbian,18.22
5971,2024,6411,Kalimantan Timur,Mahakam Ulu,Buah/Biji Berminyak,0.08
5979,2024,6411,Kalimantan Timur,Mahakam Ulu,Gula,9.97
5974,2024,6411,Kalimantan Timur,Mahakam Ulu,Kacang-kacangan,7.85
5967,2024,6411,Kalimantan Timur,Mahakam Ulu,Minyak dan Lemak,12.67
5951,2024,6411,Kalimantan Timur,Mahakam Ulu,Padi-Padian,107.16
5961,2024,6411,Kalimantan Timur,Mahakam Ulu,Pangan Hewani,59.62
5982,2024,6411,Kalimantan Timur,Mahakam Ulu,Sayur dan Buah,68.77
5955,2024,6411,Kalimantan Timur,Mahakam Ulu,Umbi-umbian,12.22
531,2024,3210,Jawa Barat,Majalengka,Buah/Biji Berminyak,0.34
539,2024,3210,Jawa Barat,Majalengka,Gula,5.48
534,2024,3210,Jawa Barat,Majalengka,Kacang-kacangan,15.65
527,2024,3210,Jawa Barat,Majalengka,Minyak dan Lemak,9.47
511,2024,3210,Jawa Barat,Majalengka,Padi-Padian,112.04
521,2024,3210,Jawa Barat,Majalengka,Pangan Hewani,35.03
542,2024,3210,Jawa Barat,Majalengka,Sayur dan Buah,84.83
515,2024,3210,Jawa Barat,Majalengka,Umbi-umbian,13.79
9915,2024,7605,Sulawesi Barat,Majene,Buah/Biji Berminyak,2.21
9923,2024,7605,Sulawesi Barat,Majene,Gula,9.85
9918,2024,7605,Sulawesi Barat,Majene,Kacang-kacangan,5.44
9911,2024,7605,Sulawesi Barat,Majene,Minyak dan Lemak,8.7
9895,2024,7605,Sulawesi Barat,Majene,Padi-Padian,131.75
9905,2024,7605,Sulawesi Barat,Majene,Pangan Hewani,45.29
9926,2024,7605,Sulawesi Barat,Majene,Sayur dan Buah,86.78
9899,2024,7605,Sulawesi Barat,Majene,Umbi-umbian,12.17
7297,2024,5321,Nusa Tenggara Timur,Malaka,Buah/Biji Berminyak,0.2
7305,2024,5321,Nusa Tenggara Timur,Malaka,Gula,3.27
7300,2024,5321,Nusa Tenggara Timur,Malaka,Kacang-kacangan,7.23
7293,2024,5321,Nusa Tenggara Timur,Malaka,Minyak dan Lemak,7.75
7277,2024,5321,Nusa Tenggara Timur,Malaka,Padi-Padian,139.63
7287,2024,5321,Nusa Tenggara Timur,Malaka,Pangan Hewani,30.79
7308,2024,5321,Nusa Tenggara Timur,Malaka,Sayur dan Buah,90.15
7281,2024,5321,Nusa Tenggara Timur,Malaka,Umbi-umbian,10.74
2707,2024,3507,Jawa Timur,Malang Ka,Buah/Biji Berminyak,2.41
2715,2024,3507,Jawa Timur,Malang Ka,Gula,7.51
2710,2024,3507,Jawa Timur,Malang Ka,Kacang-kacangan,11.64
2703,2024,3507,Jawa Timur,Malang Ka,Minyak dan Lemak,10.42
2687,2024,3507,Jawa Timur,Malang Ka,Padi-Padian,93.77
2697,2024,3507,Jawa Timur,Malang Ka,Pangan Hewani,34.14
2718,2024,3507,Jawa Timur,Malang Ka,Sayur dan Buah,100
2691,2024,3507,Jawa Timur,Malang Ka,Umbi-umbian,15.31
6107,2024,6502,Kalimantan Utara,Malinau,Buah/Biji Berminyak,0.16
6115,2024,6502,Kalimantan Utara,Malinau,Gula,8.48
6110,2024,6502,Kalimantan Utara,Malinau,Kacang-kacangan,5.55
6103,2024,6502,Kalimantan Utara,Malinau,Minyak dan Lemak,8.48
6087,2024,6502,Kalimantan Utara,Malinau,Padi-Padian,111.13
6097,2024,6502,Kalimantan Utara,Malinau,Pangan Hewani,66.78
6118,2024,6502,Kalimantan Utara,Malinau,Sayur dan Buah,78
6091,2024,6502,Kalimantan Utara,Malinau,Umbi-umbian,13.04
10357,2024,8108,Maluku,Maluku Barat Daya,Buah/Biji Berminyak,2.72
10365,2024,8108,Maluku,Maluku Barat Daya,Gula,5.74
10360,2024,8108,Maluku,Maluku Barat Daya,Kacang-kacangan,2.79
10353,2024,8108,Maluku,Maluku Barat Daya,Minyak dan Lemak,7.56
10337,2024,8108,Maluku,Maluku Barat Daya,Padi-Padian,129.41
10347,2024,8108,Maluku,Maluku Barat Daya,Pangan Hewani,50.25
10368,2024,8108,Maluku,Maluku Barat Daya,Sayur dan Buah,88.15
10341,2024,8108,Maluku,Maluku Barat Daya,Umbi-umbian,17.62
10187,2024,8101,Maluku,Maluku Tengah,Buah/Biji Berminyak,2.3
10195,2024,8101,Maluku,Maluku Tengah,Gula,8.26
10190,2024,8101,Maluku,Maluku Tengah,Kacang-kacangan,4.93
10183,2024,8101,Maluku,Maluku Tengah,Minyak dan Lemak,8.75
10167,2024,8101,Maluku,Maluku Tengah,Padi-Padian,96.16
10177,2024,8101,Maluku,Maluku Tengah,Pangan Hewani,53.36
10198,2024,8101,Maluku,Maluku Tengah,Sayur dan Buah,86.55
10171,2024,8101,Maluku,Maluku Tengah,Umbi-umbian,22.25
10153,2024,8102,Maluku,Maluku Tenggara,Buah/Biji Berminyak,1.7
10161,2024,8102,Maluku,Maluku Tenggara,Gula,6.84
10156,2024,8102,Maluku,Maluku Tenggara,Kacang-kacangan,2.15
10149,2024,8102,Maluku,Maluku Tenggara,Minyak dan Lemak,10.04
10133,2024,8102,Maluku,Maluku Tenggara,Padi-Padian,111.34
10143,2024,8102,Maluku,Maluku Tenggara,Pangan Hewani,48.33
10164,2024,8102,Maluku,Maluku Tenggara,Sayur dan Buah,71.87
10137,2024,8102,Maluku,Maluku Tenggara,Umbi-umbian,17.29
10119,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Buah/Biji Berminyak,2.89
10127,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Gula,4.54
10122,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Kacang-kacangan,1.52
10115,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Minyak dan Lemak,9.29
10099,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Padi-Padian,102.83
10109,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Pangan Hewani,33.15
10130,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Sayur dan Buah,56.26
10103,2024,8103,Maluku,Maluku Tenggara Barat/Kep. Tanimbar,Umbi-umbian,14.42
9983,2024,7603,Sulawesi Barat,Mamasa,Buah/Biji Berminyak,0.15
9991,2024,7603,Sulawesi Barat,Mamasa,Gula,6.14
9986,2024,7603,Sulawesi Barat,Mamasa,Kacang-kacangan,1.95
9979,2024,7603,Sulawesi Barat,Mamasa,Minyak dan Lemak,8.34
9963,2024,7603,Sulawesi Barat,Mamasa,Padi-Padian,129.41
9973,2024,7603,Sulawesi Barat,Mamasa,Pangan Hewani,30.11
9994,2024,7603,Sulawesi Barat,Mamasa,Sayur dan Buah,79.8
9967,2024,7603,Sulawesi Barat,Mamasa,Umbi-umbian,11.68
12023,2024,9121,Papua Pegunungan,Mamberamo Tengah,Buah/Biji Berminyak,0.01
12031,2024,9121,Papua Pegunungan,Mamberamo Tengah,Gula,3.24
12026,2024,9121,Papua Pegunungan,Mamberamo Tengah,Kacang-kacangan,0.59
12019,2024,9121,Papua Pegunungan,Mamberamo Tengah,Minyak dan Lemak,6.18
12003,2024,9121,Papua Pegunungan,Mamberamo Tengah,Padi-Padian,30.09
12013,2024,9121,Papua Pegunungan,Mamberamo Tengah,Pangan Hewani,11.7
12034,2024,9121,Papua Pegunungan,Mamberamo Tengah,Sayur dan Buah,173.44
12007,2024,9121,Papua Pegunungan,Mamberamo Tengah,Umbi-umbian,334.66
10017,2024,7602,Sulawesi Barat,Mamuju,Buah/Biji Berminyak,1.64
10025,2024,7602,Sulawesi Barat,Mamuju,Gula,7.27
10020,2024,7602,Sulawesi Barat,Mamuju,Kacang-kacangan,5.07
10013,2024,7602,Sulawesi Barat,Mamuju,Minyak dan Lemak,7.94
9997,2024,7602,Sulawesi Barat,Mamuju,Padi-Padian,124.59
10007,2024,7602,Sulawesi Barat,Mamuju,Pangan Hewani,46.56
10028,2024,7602,Sulawesi Barat,Mamuju,Sayur dan Buah,96.17
10001,2024,7602,Sulawesi Barat,Mamuju,Umbi-umbian,9.65
10085,2024,7606,Sulawesi Barat,Mamuju Tengah,Buah/Biji Berminyak,1.8
10093,2024,7606,Sulawesi Barat,Mamuju Tengah,Gula,10.49
10088,2024,7606,Sulawesi Barat,Mamuju Tengah,Kacang-kacangan,5.82
10081,2024,7606,Sulawesi Barat,Mamuju Tengah,Minyak dan Lemak,9.32
10065,2024,7606,Sulawesi Barat,Mamuju Tengah,Padi-Padian,115.21
10075,2024,7606,Sulawesi Barat,Mamuju Tengah,Pangan Hewani,46.22
10096,2024,7606,Sulawesi Barat,Mamuju Tengah,Sayur dan Buah,88.57
10069,2024,7606,Sulawesi Barat,Mamuju Tengah,Umbi-umbian,12.73
10051,2024,7601,Sulawesi Barat,Mamuju Utara,Buah/Biji Berminyak,1.96
10059,2024,7601,Sulawesi Barat,Mamuju Utara,Gula,7.33
10054,2024,7601,Sulawesi Barat,Mamuju Utara,Kacang-kacangan,7.03
10047,2024,7601,Sulawesi Barat,Mamuju Utara,Minyak dan Lemak,9.23
10031,2024,7601,Sulawesi Barat,Mamuju Utara,Padi-Padian,124.28
10041,2024,7601,Sulawesi Barat,Mamuju Utara,Pangan Hewani,43.89
10062,2024,7601,Sulawesi Barat,Mamuju Utara,Sayur dan Buah,89.3
10035,2024,7601,Sulawesi Barat,Mamuju Utara,Umbi-umbian,11.82
13077,2024,1213,Sumatera Utara,Mandaling Natal,Buah/Biji Berminyak,6.93
13085,2024,1213,Sumatera Utara,Mandaling Natal,Gula,3.61
13080,2024,1213,Sumatera Utara,Mandaling Natal,Kacang-kacangan,7.52
13073,2024,1213,Sumatera Utara,Mandaling Natal,Minyak dan Lemak,8.94
13057,2024,1213,Sumatera Utara,Mandaling Natal,Padi-Padian,132.36
13067,2024,1213,Sumatera Utara,Mandaling Natal,Pangan Hewani,36.96
13088,2024,1213,Sumatera Utara,Mandaling Natal,Sayur dan Buah,64.26
13061,2024,1213,Sumatera Utara,Mandaling Natal,Umbi-umbian,9.96
7025,2024,5310,Nusa Tenggara Timur,Manggarai,Buah/Biji Berminyak,0.54
7033,2024,5310,Nusa Tenggara Timur,Manggarai,Gula,7.22
7028,2024,5310,Nusa Tenggara Timur,Manggarai,Kacang-kacangan,6.28
