No,Tahun,Kode_Wilayah,Provinsi,Kabupaten_Kota,Kelompok_Bahan_Pangan,Konsumsi_Pangan
15159,2024,1471,Riau,Kota Pekanbaru,Gula,4.54
15154,2024,1471,Riau,Kota Pekanbaru,Kacang-kacangan,6.28
15147,2024,1471,Riau,Kota Pekanbaru,Minyak dan Lemak,12.8
15131,2024,1471,Riau,Kota Pekanbaru,Padi-Padian,93.02
15141,2024,1471,Riau,Kota Pekanbaru,Pangan Hewani,58.32
15162,2024,1471,Riau,Kota Pekanbaru,Sayur dan Buah,68.84
15135,2024,1471,Riau,Kota Pekanbaru,Umbi-umbian,11.96
13961,2024,1272,Sumatera Utara,Kota Pematang Siantar,Buah/Biji Berminyak,1.18
13969,2024,1272,Sumatera Utara,Kota Pematang Siantar,Gula,5.6
13964,2024,1272,Sumatera Utara,Kota Pematang Siantar,Kacang-kacangan,7.37
13957,2024,1272,Sumatera Utara,Kota Pematang Siantar,Minyak dan Lemak,11.76
13941,2024,1272,Sumatera Utara,Kota Pematang Siantar,Padi-Padian,104.02
13951,2024,1272,Sumatera Utara,Kota Pematang Siantar,Pangan Hewani,54.04
13972,2024,1272,Sumatera Utara,Kota Pematang Siantar,Sayur dan Buah,85.55
13945,2024,1272,Sumatera Utara,Kota Pematang Siantar,Umbi-umbian,13.35
4781,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Buah/Biji Berminyak,0.25
4789,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Gula,6.25
4784,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Kacang-kacangan,7.7
4777,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Minyak dan Lemak,10.15
4761,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Padi-Padian,93.67
4771,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Pangan Hewani,62.98
4792,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Sayur dan Buah,89.18
4765,2024,6171,Kalimantan Barat,Kota Pontianak Ko,Umbi-umbian,11.36
16069,2024,1674,Sumatera Selatan,Kota Prabumilih,Buah/Biji Berminyak,0.13
16077,2024,1674,Sumatera Selatan,Kota Prabumilih,Gula,6.3
16072,2024,1674,Sumatera Selatan,Kota Prabumilih,Kacang-kacangan,7.38
16065,2024,1674,Sumatera Selatan,Kota Prabumilih,Minyak dan Lemak,9.67
16049,2024,1674,Sumatera Selatan,Kota Prabumilih,Padi-Padian,95.18
16059,2024,1674,Sumatera Selatan,Kota Prabumilih,Pangan Hewani,55.7
16080,2024,1674,Sumatera Selatan,Kota Prabumilih,Sayur dan Buah,90.41
16053,2024,1674,Sumatera Selatan,Kota Prabumilih,Umbi-umbian,15.97
3591,2024,3574,Jawa Timur,Kota Probolinggo Ko,Buah/Biji Berminyak,0.19
3599,2024,3574,Jawa Timur,Kota Probolinggo Ko,Gula,6.04
3594,2024,3574,Jawa Timur,Kota Probolinggo Ko,Kacang-kacangan,11.58
3587,2024,3574,Jawa Timur,Kota Probolinggo Ko,Minyak dan Lemak,9.49
3571,2024,3574,Jawa Timur,Kota Probolinggo Ko,Padi-Padian,105.55
3581,2024,3574,Jawa Timur,Kota Probolinggo Ko,Pangan Hewani,38.86
3602,2024,3574,Jawa Timur,Kota Probolinggo Ko,Sayur dan Buah,61.34
3575,2024,3574,Jawa Timur,Kota Probolinggo Ko,Umbi-umbian,7.98
12907,2024,1172,Aceh,Kota Sabang,Buah/Biji Berminyak,1.55
12915,2024,1172,Aceh,Kota Sabang,Gula,4.49
12910,2024,1172,Aceh,Kota Sabang,Kacang-kacangan,6.53
12903,2024,1172,Aceh,Kota Sabang,Minyak dan Lemak,9.25
12887,2024,1172,Aceh,Kota Sabang,Padi-Padian,110.63
12897,2024,1172,Aceh,Kota Sabang,Pangan Hewani,52.52
12918,2024,1172,Aceh,Kota Sabang,Sayur dan Buah,74.05
12891,2024,1172,Aceh,Kota Sabang,Umbi-umbian,7.7
6039,2024,6472,Kalimantan Timur,Kota Samarinda,Buah/Biji Berminyak,0.43
6047,2024,6472,Kalimantan Timur,Kota Samarinda,Gula,5.24
6042,2024,6472,Kalimantan Timur,Kota Samarinda,Kacang-kacangan,8.81
6035,2024,6472,Kalimantan Timur,Kota Samarinda,Minyak dan Lemak,9.66
6019,2024,6472,Kalimantan Timur,Kota Samarinda,Padi-Padian,93.91
6029,2024,6472,Kalimantan Timur,Kota Samarinda,Pangan Hewani,63.73
6050,2024,6472,Kalimantan Timur,Kota Samarinda,Sayur dan Buah,86.59
6023,2024,6472,Kalimantan Timur,Kota Samarinda,Umbi-umbian,13.01
14641,2024,1373,Sumatera Barat,Kota Sawah Lunto,Buah/Biji Berminyak,3.32
14649,2024,1373,Sumatera Barat,Kota Sawah Lunto,Gula,5.35
14644,2024,1373,Sumatera Barat,Kota Sawah Lunto,Kacang-kacangan,8.14
14637,2024,1373,Sumatera Barat,Kota Sawah Lunto,Minyak dan Lemak,11.89
14621,2024,1373,Sumatera Barat,Kota Sawah Lunto,Padi-Padian,103.38
14631,2024,1373,Sumatera Barat,Kota Sawah Lunto,Pangan Hewani,49.8
14652,2024,1373,Sumatera Barat,Kota Sawah Lunto,Sayur dan Buah,78.33
14625,2024,1373,Sumatera Barat,Kota Sawah Lunto,Umbi-umbian,18.22
2231,2024,3374,Jawa Tengah,Kota Semarang Ko,Buah/Biji Berminyak,0.53
2239,2024,3374,Jawa Tengah,Kota Semarang Ko,Gula,5.76
2234,2024,3374,Jawa Tengah,Kota Semarang Ko,Kacang-kacangan,12.57
2227,2024,3374,Jawa Tengah,Kota Semarang Ko,Minyak dan Lemak,12
2211,2024,3374,Jawa Tengah,Kota Semarang Ko,Padi-Padian,92.36
2221,2024,3374,Jawa Tengah,Kota Semarang Ko,Pangan Hewani,44.88
2242,2024,3374,Jawa Tengah,Kota Semarang Ko,Sayur dan Buah,89.92
2215,2024,3374,Jawa Tengah,Kota Semarang Ko,Umbi-umbian,11.16
3999,2024,3673,Banten,Kota Serang Ko,Buah/Biji Berminyak,0.3
4007,2024,3673,Banten,Kota Serang Ko,Gula,3.31
4002,2024,3673,Banten,Kota Serang Ko,Kacang-kacangan,21.47
3995,2024,3673,Banten,Kota Serang Ko,Minyak dan Lemak,10.45
3979,2024,3673,Banten,Kota Serang Ko,Padi-Padian,124.89
3989,2024,3673,Banten,Kota Serang Ko,Pangan Hewani,41.55
4010,2024,3673,Banten,Kota Serang Ko,Sayur dan Buah,80.65
3983,2024,3673,Banten,Kota Serang Ko,Umbi-umbian,9.08
13893,2024,1273,Sumatera Utara,Kota Sibolga,Buah/Biji Berminyak,1.74
13901,2024,1273,Sumatera Utara,Kota Sibolga,Gula,3.93
13896,2024,1273,Sumatera Utara,Kota Sibolga,Kacang-kacangan,4.04
13889,2024,1273,Sumatera Utara,Kota Sibolga,Minyak dan Lemak,9.58
13873,2024,1273,Sumatera Utara,Kota Sibolga,Padi-Padian,111.72
13883,2024,1273,Sumatera Utara,Kota Sibolga,Pangan Hewani,56.01
13904,2024,1273,Sumatera Utara,Kota Sibolga,Sayur dan Buah,62.29
13877,2024,1273,Sumatera Utara,Kota Sibolga,Umbi-umbian,5.29
4815,2024,6172,Kalimantan Barat,Kota Singkawang,Buah/Biji Berminyak,0.43
4823,2024,6172,Kalimantan Barat,Kota Singkawang,Gula,8.13
4818,2024,6172,Kalimantan Barat,Kota Singkawang,Kacang-kacangan,7.01
4811,2024,6172,Kalimantan Barat,Kota Singkawang,Minyak dan Lemak,9.47
4795,2024,6172,Kalimantan Barat,Kota Singkawang,Padi-Padian,93.32
4805,2024,6172,Kalimantan Barat,Kota Singkawang,Pangan Hewani,60.14
4826,2024,6172,Kalimantan Barat,Kota Singkawang,Sayur dan Buah,91.59
4799,2024,6172,Kalimantan Barat,Kota Singkawang,Umbi-umbian,8.18
14607,2024,1372,Sumatera Barat,Kota Solok Ko,Buah/Biji Berminyak,2.6
14615,2024,1372,Sumatera Barat,Kota Solok Ko,Gula,4.33
14610,2024,1372,Sumatera Barat,Kota Solok Ko,Kacang-kacangan,7.35
14603,2024,1372,Sumatera Barat,Kota Solok Ko,Minyak dan Lemak,12.31
14587,2024,1372,Sumatera Barat,Kota Solok Ko,Padi-Padian,102.93
14597,2024,1372,Sumatera Barat,Kota Solok Ko,Pangan Hewani,46.37
14618,2024,1372,Sumatera Barat,Kota Solok Ko,Sayur dan Buah,83.68
14591,2024,1372,Sumatera Barat,Kota Solok Ko,Umbi-umbian,14.11
11241,2024,9271,Papua Barat Daya,Kota Sorong Ko,Buah/Biji Berminyak,0.71
11249,2024,9271,Papua Barat Daya,Kota Sorong Ko,Gula,6.29
11244,2024,9271,Papua Barat Daya,Kota Sorong Ko,Kacang-kacangan,5.67
11237,2024,9271,Papua Barat Daya,Kota Sorong Ko,Minyak dan Lemak,12.34
11221,2024,9271,Papua Barat Daya,Kota Sorong Ko,Padi-Padian,105.27
11231,2024,9271,Papua Barat Daya,Kota Sorong Ko,Pangan Hewani,65.4
11252,2024,9271,Papua Barat Daya,Kota Sorong Ko,Sayur dan Buah,76.59
11225,2024,9271,Papua Barat Daya,Kota Sorong Ko,Umbi-umbian,16.47
13009,2024,1175,Aceh,Kota Subulussalam,Buah/Biji Berminyak,3.33
13017,2024,1175,Aceh,Kota Subulussalam,Gula,6.02
13012,2024,1175,Aceh,Kota Subulussalam,Kacang-kacangan,6.56
13005,2024,1175,Aceh,Kota Subulussalam,Minyak dan Lemak,10.59
12989,2024,1175,Aceh,Kota Subulussalam,Padi-Padian,104.26
12999,2024,1175,Aceh,Kota Subulussalam,Pangan Hewani,41.8
13020,2024,1175,Aceh,Kota Subulussalam,Sayur dan Buah,79.12
12993,2024,1175,Aceh,Kota Subulussalam,Umbi-umbian,10.23
871,2024,3272,Jawa Barat,Kota Sukabumi Ko,Buah/Biji Berminyak,0.38
879,2024,3272,Jawa Barat,Kota Sukabumi Ko,Gula,3.42
874,2024,3272,Jawa Barat,Kota Sukabumi Ko,Kacang-kacangan,12.74
867,2024,3272,Jawa Barat,Kota Sukabumi Ko,Minyak dan Lemak,8.94
851,2024,3272,Jawa Barat,Kota Sukabumi Ko,Padi-Padian,109.9
861,2024,3272,Jawa Barat,Kota Sukabumi Ko,Pangan Hewani,43.65
882,2024,3272,Jawa Barat,Kota Sukabumi Ko,Sayur dan Buah,80.65
855,2024,3272,Jawa Barat,Kota Sukabumi Ko,Umbi-umbian,11.12
15559,2024,1572,Jambi,Kota Sungai Penuh,Buah/Biji Berminyak,1.87
15567,2024,1572,Jambi,Kota Sungai Penuh,Gula,4.06
15562,2024,1572,Jambi,Kota Sungai Penuh,Kacang-kacangan,5.48
15555,2024,1572,Jambi,Kota Sungai Penuh,Minyak dan Lemak,14.26
15539,2024,1572,Jambi,Kota Sungai Penuh,Padi-Padian,104.96
15549,2024,1572,Jambi,Kota Sungai Penuh,Pangan Hewani,44.32
15570,2024,1572,Jambi,Kota Sungai Penuh,Sayur dan Buah,82.14
15543,2024,1572,Jambi,Kota Sungai Penuh,Umbi-umbian,19.83
3727,2024,3578,Jawa Timur,Kota Surabaya,Buah/Biji Berminyak,0.44
3735,2024,3578,Jawa Timur,Kota Surabaya,Gula,6.51
3730,2024,3578,Jawa Timur,Kota Surabaya,Kacang-kacangan,12.54
3723,2024,3578,Jawa Timur,Kota Surabaya,Minyak dan Lemak,11.61
3707,2024,3578,Jawa Timur,Kota Surabaya,Padi-Padian,101.67
3717,2024,3578,Jawa Timur,Kota Surabaya,Pangan Hewani,54.21
3738,2024,3578,Jawa Timur,Kota Surabaya,Sayur dan Buah,88.07
3711,2024,3578,Jawa Timur,Kota Surabaya,Umbi-umbian,16.08
3931,2024,3671,Banten,Kota Tangerang Ko,Buah/Biji Berminyak,0.58
3939,2024,3671,Banten,Kota Tangerang Ko,Gula,4.12
3934,2024,3671,Banten,Kota Tangerang Ko,Kacang-kacangan,14.41
3927,2024,3671,Banten,Kota Tangerang Ko,Minyak dan Lemak,10.8
3911,2024,3671,Banten,Kota Tangerang Ko,Padi-Padian,114.13
3921,2024,3671,Banten,Kota Tangerang Ko,Pangan Hewani,61.56
3942,2024,3671,Banten,Kota Tangerang Ko,Sayur dan Buah,97.11
3915,2024,3671,Banten,Kota Tangerang Ko,Umbi-umbian,16.07
4033,2024,3674,Banten,Kota Tangerang Selatan,Buah/Biji Berminyak,0.49
4041,2024,3674,Banten,Kota Tangerang Selatan,Gula,4.78
4036,2024,3674,Banten,Kota Tangerang Selatan,Kacang-kacangan,11.46
4029,2024,3674,Banten,Kota Tangerang Selatan,Minyak dan Lemak,13.39
4013,2024,3674,Banten,Kota Tangerang Selatan,Padi-Padian,105.73
4023,2024,3674,Banten,Kota Tangerang Selatan,Pangan Hewani,58.18
4044,2024,3674,Banten,Kota Tangerang Selatan,Sayur dan Buah,94.41
4017,2024,3674,Banten,Kota Tangerang Selatan,Umbi-umbian,16.99
13927,2024,1274,Sumatera Utara,Kota Tanjung Balai,Buah/Biji Berminyak,1.99
13935,2024,1274,Sumatera Utara,Kota Tanjung Balai,Gula,8.9
13930,2024,1274,Sumatera Utara,Kota Tanjung Balai,Kacang-kacangan,6.28
13923,2024,1274,Sumatera Utara,Kota Tanjung Balai,Minyak dan Lemak,10.68
13907,2024,1274,Sumatera Utara,Kota Tanjung Balai,Padi-Padian,110.26
13917,2024,1274,Sumatera Utara,Kota Tanjung Balai,Pangan Hewani,64.89
13938,2024,1274,Sumatera Utara,Kota Tanjung Balai,Sayur dan Buah,85.23
13911,2024,1274,Sumatera Utara,Kota Tanjung Balai,Umbi-umbian,15.67
17463,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Buah/Biji Berminyak,0.44
17471,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Gula,4.54
17466,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Kacang-kacangan,7.06
17459,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Minyak dan Lemak,12.04
17443,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Padi-Padian,99.2
17453,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Pangan Hewani,68.81
17474,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Sayur dan Buah,79.37
17447,2024,2172,Kepulauan Riau,Kota Tanjung Pinang,Umbi-umbian,13.54
6243,2024,6571,Kalimantan Utara,Kota Tarakan,Buah/Biji Berminyak,0.31
6251,2024,6571,Kalimantan Utara,Kota Tarakan,Gula,6.32
6246,2024,6571,Kalimantan Utara,Kota Tarakan,Kacang-kacangan,6.54
6239,2024,6571,Kalimantan Utara,Kota Tarakan,Minyak dan Lemak,9.46
6223,2024,6571,Kalimantan Utara,Kota Tarakan,Padi-Padian,90.08
6233,2024,6571,Kalimantan Utara,Kota Tarakan,Pangan Hewani,66.96
6254,2024,6571,Kalimantan Utara,Kota Tarakan,Sayur dan Buah,56.85
6227,2024,6571,Kalimantan Utara,Kota Tarakan,Umbi-umbian,10.57
1075,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Buah/Biji Berminyak,0.24
1083,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Gula,2.77
1078,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Kacang-kacangan,10.98
1071,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Minyak dan Lemak,9.13
1055,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Padi-Padian,123.78
1065,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Pangan Hewani,41.89
1086,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Sayur dan Buah,90.46
1059,2024,3278,Jawa Barat,Kota Tasikmalaya Ko,Umbi-umbian,17.15
13995,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Buah/Biji Berminyak,1.15
14003,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Gula,8.37
13998,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Kacang-kacangan,8.21
13991,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Minyak dan Lemak,12
13975,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Padi-Padian,104.18
13985,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Pangan Hewani,65.34
14006,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Sayur dan Buah,85.01
13979,2024,1276,Sumatera Utara,Kota Tebing Tinggi,Umbi-umbian,11.82
2299,2024,3376,Jawa Tengah,Kota Tegal Ko,Buah/Biji Berminyak,0.5
2307,2024,3376,Jawa Tengah,Kota Tegal Ko,Gula,5.65
2302,2024,3376,Jawa Tengah,Kota Tegal Ko,Kacang-kacangan,10.31
2295,2024,3376,Jawa Tengah,Kota Tegal Ko,Minyak dan Lemak,7.71
2279,2024,3376,Jawa Tengah,Kota Tegal Ko,Padi-Padian,136.94
2289,2024,3376,Jawa Tengah,Kota Tegal Ko,Pangan Hewani,34.84
2310,2024,3376,Jawa Tengah,Kota Tegal Ko,Sayur dan Buah,70.34
2283,2024,3376,Jawa Tengah,Kota Tegal Ko,Umbi-umbian,5.54
10765,2024,8271,Maluku Utara,Kota Ternate,Buah/Biji Berminyak,0.56
10773,2024,8271,Maluku Utara,Kota Ternate,Gula,5.39
10768,2024,8271,Maluku Utara,Kota Ternate,Kacang-kacangan,6.13
10761,2024,8271,Maluku Utara,Kota Ternate,Minyak dan Lemak,11.88
10745,2024,8271,Maluku Utara,Kota Ternate,Padi-Padian,101.16
10755,2024,8271,Maluku Utara,Kota Ternate,Pangan Hewani,49.62
10776,2024,8271,Maluku Utara,Kota Ternate,Sayur dan Buah,103.17
10749,2024,8271,Maluku Utara,Kota Ternate,Umbi-umbian,7.66
10799,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Buah/Biji Berminyak,1.3
10807,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Gula,7.6
10802,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Kacang-kacangan,3.13
10795,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Minyak dan Lemak,9.34
10779,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Padi-Padian,88.87
10789,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Pangan Hewani,39.95
10810,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Sayur dan Buah,91.76
10783,2024,8272,Maluku Utara,Kota Tidore Kepulauan,Umbi-umbian,16.42
7807,2024,7173,Sulawesi Utara,Kota Tomohon,Buah/Biji Berminyak,0.47
7815,2024,7173,Sulawesi Utara,Kota Tomohon,Gula,5.04
7810,2024,7173,Sulawesi Utara,Kota Tomohon,Kacang-kacangan,6.32
7803,2024,7173,Sulawesi Utara,Kota Tomohon,Minyak dan Lemak,11.14
7787,2024,7173,Sulawesi Utara,Kota Tomohon,Padi-Padian,106.76
7797,2024,7173,Sulawesi Utara,Kota Tomohon,Pangan Hewani,62.73
7818,2024,7173,Sulawesi Utara,Kota Tomohon,Sayur dan Buah,106.06
7791,2024,7173,Sulawesi Utara,Kota Tomohon,Umbi-umbian,9.88
10459,2024,8172,Maluku,Kota Tual,Buah/Biji Berminyak,1.07
10467,2024,8172,Maluku,Kota Tual,Gula,6.59
10462,2024,8172,Maluku,Kota Tual,Kacang-kacangan,3.43
10455,2024,8172,Maluku,Kota Tual,Minyak dan Lemak,7.68
10439,2024,8172,Maluku,Kota Tual,Padi-Padian,122.65
10449,2024,8172,Maluku,Kota Tual,Pangan Hewani,50.98
10470,2024,8172,Maluku,Kota Tual,Sayur dan Buah,71.02
10443,2024,8172,Maluku,Kota Tual,Umbi-umbian,9.4
4849,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Buah/Biji Berminyak,0.65
4857,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Gula,7.93
4852,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Kacang-kacangan,11.67
4845,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Minyak dan Lemak,12.38
4829,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Padi-Padian,100.59
4839,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Pangan Hewani,59.36
4860,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Sayur dan Buah,104.37
4833,2024,6201,Kalimantan Tengah,Kotawaringin Barat,Umbi-umbian,16.58
4883,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Buah/Biji Berminyak,0.39
4891,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Gula,11.88
4886,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Kacang-kacangan,7.54
4879,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Minyak dan Lemak,11.51
4863,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Padi-Padian,105.92
4873,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Pangan Hewani,56.79
4894,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Sayur dan Buah,90.14
4867,2024,6202,Kalimantan Tengah,Kotawaringin Timur,Umbi-umbian,13.68
14811,2024,1409,Riau,Kuantan Singingi,Buah/Biji Berminyak,4.14
14819,2024,1409,Riau,Kuantan Singingi,Gula,8.3
14814,2024,1409,Riau,Kuantan Singingi,Kacang-kacangan,6.71
14807,2024,1409,Riau,Kuantan Singingi,Minyak dan Lemak,14.71
14791,2024,1409,Riau,Kuantan Singingi,Padi-Padian,92.71
14801,2024,1409,Riau,Kuantan Singingi,Pangan Hewani,56.44
14822,2024,1409,Riau,Kuantan Singingi,Sayur dan Buah,90.02
14795,2024,1409,Riau,Kuantan Singingi,Umbi-umbian,17.53
4747,2024,6112,Kalimantan Barat,Kubu Raya,Buah/Biji Berminyak,0.63
4755,2024,6112,Kalimantan Barat,Kubu Raya,Gula,8.25
4750,2024,6112,Kalimantan Barat,Kubu Raya,Kacang-kacangan,5.65
4743,2024,6112,Kalimantan Barat,Kubu Raya,Minyak dan Lemak,9.51
4727,2024,6112,Kalimantan Barat,Kubu Raya,Padi-Padian,97.37
4737,2024,6112,Kalimantan Barat,Kubu Raya,Pangan Hewani,47.88
4758,2024,6112,Kalimantan Barat,Kubu Raya,Sayur dan Buah,76.68
4731,2024,6112,Kalimantan Barat,Kubu Raya,Umbi-umbian,10.94
1755,2024,3319,Jawa Tengah,Kudus,Buah/Biji Berminyak,0.71
1763,2024,3319,Jawa Tengah,Kudus,Gula,6.55
1758,2024,3319,Jawa Tengah,Kudus,Kacang-kacangan,9.94
1751,2024,3319,Jawa Tengah,Kudus,Minyak dan Lemak,9.15
1735,2024,3319,Jawa Tengah,Kudus,Padi-Padian,97.71
1745,2024,3319,Jawa Tengah,Kudus,Pangan Hewani,40.65
1766,2024,3319,Jawa Tengah,Kudus,Sayur dan Buah,78.5
1739,2024,3319,Jawa Tengah,Kudus,Umbi-umbian,9.22
2333,2024,3401,DI Yogyakarta,Kulon Progo,Buah/Biji Berminyak,3.06
2341,2024,3401,DI Yogyakarta,Kulon Progo,Gula,7.18
2336,2024,3401,DI Yogyakarta,Kulon Progo,Kacang-kacangan,10.94
2329,2024,3401,DI Yogyakarta,Kulon Progo,Minyak dan Lemak,8.47
2313,2024,3401,DI Yogyakarta,Kulon Progo,Padi-Padian,96.01
2323,2024,3401,DI Yogyakarta,Kulon Progo,Pangan Hewani,27.46
2344,2024,3401,DI Yogyakarta,Kulon Progo,Sayur dan Buah,89.52
2317,2024,3401,DI Yogyakarta,Kulon Progo,Umbi-umbian,12.2
463,2024,3208,Jawa Barat,Kuningan,Buah/Biji Berminyak,0.43
471,2024,3208,Jawa Barat,Kuningan,Gula,4.22
466,2024,3208,Jawa Barat,Kuningan,Kacang-kacangan,14.52
459,2024,3208,Jawa Barat,Kuningan,Minyak dan Lemak,10.2
443,2024,3208,Jawa Barat,Kuningan,Padi-Padian,106.31
453,2024,3208,Jawa Barat,Kuningan,Pangan Hewani,33.41
474,2024,3208,Jawa Barat,Kuningan,Sayur dan Buah,79.19
447,2024,3208,Jawa Barat,Kuningan,Umbi-umbian,12.88
6685,2024,5301,Nusa Tenggara Timur,Kupang Ka,Buah/Biji Berminyak,0.1
6693,2024,5301,Nusa Tenggara Timur,Kupang Ka,Gula,5.07
6688,2024,5301,Nusa Tenggara Timur,Kupang Ka,Kacang-kacangan,5.06
6681,2024,5301,Nusa Tenggara Timur,Kupang Ka,Minyak dan Lemak,7.21
6665,2024,5301,Nusa Tenggara Timur,Kupang Ka,Padi-Padian,124.54
6675,2024,5301,Nusa Tenggara Timur,Kupang Ka,Pangan Hewani,26.39
6696,2024,5301,Nusa Tenggara Timur,Kupang Ka,Sayur dan Buah,80.58
6669,2024,5301,Nusa Tenggara Timur,Kupang Ka,Umbi-umbian,4.21
5801,2024,6407,Kalimantan Timur,Kutai Barat,Buah/Biji Berminyak,0.19
5809,2024,6407,Kalimantan Timur,Kutai Barat,Gula,6.53
5804,2024,6407,Kalimantan Timur,Kutai Barat,Kacang-kacangan,6.88
5797,2024,6407,Kalimantan Timur,Kutai Barat,Minyak dan Lemak,10.58
5781,2024,6407,Kalimantan Timur,Kutai Barat,Padi-Padian,103.16
5791,2024,6407,Kalimantan Timur,Kutai Barat,Pangan Hewani,63.9
5812,2024,6407,Kalimantan Timur,Kutai Barat,Sayur dan Buah,99.35
5785,2024,6407,Kalimantan Timur,Kutai Barat,Umbi-umbian,11.56
5835,2024,6402,Kalimantan Timur,Kutai Kertanegara,Buah/Biji Berminyak,0.57
5843,2024,6402,Kalimantan Timur,Kutai Kertanegara,Gula,9.42
5838,2024,6402,Kalimantan Timur,Kutai Kertanegara,Kacang-kacangan,8.9
5831,2024,6402,Kalimantan Timur,Kutai Kertanegara,Minyak dan Lemak,10.29
5815,2024,6402,Kalimantan Timur,Kutai Kertanegara,Padi-Padian,100.56
5825,2024,6402,Kalimantan Timur,Kutai Kertanegara,Pangan Hewani,62.76
5846,2024,6402,Kalimantan Timur,Kutai Kertanegara,Sayur dan Buah,106.67
5819,2024,6402,Kalimantan Timur,Kutai Kertanegara,Umbi-umbian,15.09
5869,2024,6408,Kalimantan Timur,Kutai Timur,Buah/Biji Berminyak,0.56
5877,2024,6408,Kalimantan Timur,Kutai Timur,Gula,7.02
5872,2024,6408,Kalimantan Timur,Kutai Timur,Kacang-kacangan,7.87
5865,2024,6408,Kalimantan Timur,Kutai Timur,Minyak dan Lemak,9.08
5849,2024,6408,Kalimantan Timur,Kutai Timur,Padi-Padian,101.85
5859,2024,6408,Kalimantan Timur,Kutai Timur,Pangan Hewani,58.17
5880,2024,6408,Kalimantan Timur,Kutai Timur,Sayur dan Buah,82.68
5853,2024,6408,Kalimantan Timur,Kutai Timur,Umbi-umbian,12.23
13247,2024,1210,Sumatera Utara,Labuan Batu,Buah/Biji Berminyak,2.24
13255,2024,1210,Sumatera Utara,Labuan Batu,Gula,10.24
13250,2024,1210,Sumatera Utara,Labuan Batu,Kacang-kacangan,7.1
13243,2024,1210,Sumatera Utara,Labuan Batu,Minyak dan Lemak,10.15
13227,2024,1210,Sumatera Utara,Labuan Batu,Padi-Padian,117.28
13237,2024,1210,Sumatera Utara,Labuan Batu,Pangan Hewani,57.09
13258,2024,1210,Sumatera Utara,Labuan Batu,Sayur dan Buah,75.51
13231,2024,1210,Sumatera Utara,Labuan Batu,Umbi-umbian,12.79
13757,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Buah/Biji Berminyak,3.05
13765,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Gula,6.86
13760,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Kacang-kacangan,6.42
13753,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Minyak dan Lemak,11.61
13737,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Padi-Padian,115.23
13747,2024,1222,Sumatera Utara,Labuhan Batu Selatan,Pangan Hewani,51.46
